Timestamp,Emotion
1694510147.774195,sad
1694510148.243073,sad
1694510148.7760599,sad
1694510149.091232,sad
1694510149.4005592,fear
1694510149.687537,fear
1694510150.06979,sad
1694510150.516035,neutral
1694510150.8380191,sad
1694510151.316044,sad
